UDI,Product ID,Type,air_temp,process_temp,rotation_speed,torque,tool_wear,failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,air_temp_lag_1,process_temp_lag_1,rotation_speed_lag_1,torque_lag_1,tool_wear_lag_1,air_temp_lag_2,process_temp_lag_2,rotation_speed_lag_2,torque_lag_2,tool_wear_lag_2,air_temp_roll_mean_3,rotation_speed_roll_std_3
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,M01,2025-01-06 06:00:00,298.9,308.6,1560.0,32.2,118.0,298.9,308.7,1727.0,29.4,116.0,298.93333333333334,199.8557813357762
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,M01,2025-01-06 07:00:00,299.0,308.6,1329.0,60.5,120.0,298.9,308.6,1560.0,32.2,118.0,298.93333333333334,116.92305161943162
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,M01,2025-01-06 08:00:00,298.9,308.6,1413.0,46.5,122.0,299.0,308.6,1329.0,60.5,120.0,298.9666666666667,131.59027319676886
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,M01,2025-01-06 09:00:00,299.0,308.6,1587.0,38.6,124.0,298.9,308.6,1413.0,46.5,122.0,298.93333333333334,93.4309013835016
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,M01,2025-01-06 10:00:00,298.9,308.5,1559.0,34.3,126.0,299.0,308.6,1587.0,38.6,124.0,298.9,59.408192476573454
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,M01,2025-01-06 11:00:00,298.8,308.4,1473.0,41.1,128.0,298.9,308.5,1559.0,34.3,126.0,298.8333333333333,134.6452128125378
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,M01,2025-01-06 12:00:00,298.8,308.4,1737.0,27.7,130.0,298.8,308.4,1473.0,41.1,128.0,298.76666666666665,162.44794037885978
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,M01,2025-01-06 13:00:00,298.7,308.4,1441.0,43.2,132.0,298.8,308.4,1737.0,27.7,130.0,298.73333333333335,174.15797426474694
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,M01,2025-01-06 14:00:00,298.7,308.4,1430.0,49.6,135.0,298.7,308.4,1441.0,43.2,132.0,298.73333333333335,38.78573620976641
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,M01,2025-01-06 15:00:00,298.8,308.4,1369.0,53.0,138.0,298.7,308.4,1430.0,49.6,135.0,298.76666666666665,182.4125361189126
137,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,M01,2025-01-06 16:00:00,298.8,308.5,1711.0,28.5,140.0,298.8,308.4,1369.0,53.0,138.0,298.76666666666665,184.50203250913054
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,M01,2025-01-06 17:00:00,298.7,308.5,1420.0,45.7,143.0,298.8,308.5,1711.0,28.5,140.0,298.73333333333335,212.60526804385697
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,M01,2025-01-06 18:00:00,298.7,308.6,1297.0,55.3,148.0,298.7,308.5,1420.0,45.7,143.0,298.73333333333335,80.69902932088836
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,M01,2025-01-06 19:00:00,298.8,308.6,1449.0,49.4,150.0,298.7,308.6,1297.0,55.3,148.0,298.76666666666665,97.21625378505524
141,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,M01,2025-01-06 20:00:00,298.8,308.6,1268.0,55.8,155.0,298.8,308.6,1449.0,49.4,150.0,298.8,126.26295313089112
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,M01,2025-01-06 21:00:00,298.8,308.6,1511.0,36.1,157.0,298.8,308.6,1268.0,55.8,155.0,298.76666666666665,150.72823225925617
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,M01,2025-01-06 22:00:00,298.7,308.5,1544.0,35.2,159.0,298.8,308.6,1511.0,36.1,157.0,298.70000000000005,145.56441872930444
144,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,M01,2025-01-06 23:00:00,298.6,308.4,1778.0,28.2,161.0,298.7,308.5,1544.0,35.2,159.0,298.6333333333334,187.60152806769352
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,M01,2025-01-07 00:00:00,298.6,308.4,1407.0,50.5,164.0,298.6,308.4,1778.0,28.2,161.0,298.6,218.96194494325627
146,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,M01,2025-01-07 01:00:00,298.6,308.4,1391.0,42.4,169.0,298.6,308.4,1407.0,50.5,164.0,298.56666666666666,66.30233781700491
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,M01,2025-01-07 02:00:00,298.5,308.4,1513.0,33.6,172.0,298.6,308.4,1391.0,42.4,169.0,298.5333333333333,110.69929237955218
148,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,M01,2025-01-07 03:00:00,298.5,308.4,1612.0,36.1,174.0,298.5,308.4,1513.0,33.6,172.0,298.4666666666667,56.589162684506896
149,M15008,M,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,M01,2025-01-07 04:00:00,298.4,308.4,1515.0,40.1,179.0,298.5,308.4,1612.0,36.1,174.0,298.40000000000003,117.04272724095357
150,L47329,L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,M01,2025-01-07 05:00:00,298.3,308.3,1379.0,48.0,181.0,298.4,308.4,1515.0,40.1,179.0,298.3666666666667,69.6371548337063
151,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,M01,2025-01-07 06:00:00,298.4,308.3,1473.0,39.9,184.0,298.3,308.3,1379.0,48.0,181.0,298.3666666666667,47.05670338361569
152,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,M01,2025-01-07 07:00:00,298.4,308.3,1422.0,42.7,186.0,298.4,308.3,1473.0,39.9,184.0,298.4,27.02468007828373
153,M15012,M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,M01,2025-01-07 08:00:00,298.4,308.2,1463.0,37.6,188.0,298.4,308.3,1422.0,42.7,186.0,298.4,84.22786553946135
154,L47333,L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,M01,2025-01-07 09:00:00,298.4,308.2,1584.0,41.0,191.0,298.4,308.2,1463.0,37.6,188.0,298.4,197.97558772064193
155,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,M01,2025-01-07 10:00:00,298.4,308.2,1850.0,27.0,194.0,298.4,308.2,1584.0,41.0,191.0,298.4,172.03488018422385
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,M01,2025-01-07 11:00:00,298.4,308.2,1528.0,36.2,196.0,298.4,308.2,1850.0,27.0,194.0,298.4,235.63177488049783
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,M01,2025-01-07 12:00:00,298.4,308.2,1987.0,19.8,198.0,298.4,308.2,1528.0,36.2,196.0,298.4,275.02545336750245
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,M01,2025-01-07 13:00:00,298.4,308.1,1495.0,46.0,203.0,298.4,308.2,1987.0,19.8,198.0,298.4,289.0887983532631
159,M15018,M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,M01,2025-01-07 14:00:00,298.4,308.2,1478.0,43.5,206.0,298.4,308.1,1495.0,46.0,203.0,298.4,11.150485789128906
160,L47339,L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,M01,2025-01-07 15:00:00,298.4,308.2,1499.0,40.0,211.0,298.4,308.2,1478.0,43.5,206.0,298.4,14.571661996270933
161,L47340,L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,M01,2025-01-07 16:00:00,298.4,308.2,1471.0,47.0,214.0,298.4,308.2,1499.0,40.0,211.0,298.4,118.03530545279051
162,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,M01,2025-01-07 17:00:00,298.4,308.2,1282.0,60.7,216.0,298.4,308.2,1471.0,47.0,214.0,298.3666666666666,96.69712163934123
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,M01,2025-01-07 18:00:00,298.3,308.1,1412.0,52.3,218.0,298.4,308.2,1282.0,60.7,216.0,298.3333333333333,152.52977851335632
164,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,M01,2025-01-07 19:00:00,298.3,308.1,1586.0,35.5,0.0,298.3,308.1,1412.0,52.3,218.0,298.3333333333333,88.82191921667496
165,M15024,M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,M01,2025-01-07 20:00:00,298.4,308.2,1468.0,43.8,2.0,298.3,308.1,1586.0,35.5,0.0,298.40000000000003,77.48548251124333
166,L47345,L,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,M01,2025-01-07 21:00:00,298.5,308.3,1440.0,43.6,5.0,298.4,308.2,1468.0,43.8,2.0,298.46666666666664,161.68797110484192
167,H29580,H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,M01,2025-01-07 22:00:00,298.5,308.4,1733.0,26.0,8.0,298.5,308.3,1440.0,43.6,5.0,298.46666666666664,147.23790272888363
168,H29581,H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,M01,2025-01-07 23:00:00,298.4,308.2,1612.0,32.6,10.0,298.5,308.4,1733.0,26.0,8.0,298.43333333333334,137.82960494755906
169,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,M01,2025-01-08 00:00:00,298.4,308.3,1458.0,42.9,15.0,298.4,308.2,1612.0,32.6,10.0,298.4,96.93812459502297
170,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,M01,2025-01-08 01:00:00,298.4,308.3,1433.0,62.3,20.0,298.4,308.3,1458.0,42.9,15.0,298.4,74.66592261534171
171,M15030,M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,M01,2025-01-08 02:00:00,298.4,308.3,1318.0,59.1,22.0,298.4,308.3,1433.0,62.3,20.0,298.4,147.09294114040117
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,M01,2025-01-08 03:00:00,298.4,308.2,1610.0,35.0,24.0,298.4,308.3,1318.0,59.1,22.0,298.3333333333333,146.00456613864347
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,M01,2025-01-08 04:00:00,298.2,308.1,1462.0,50.8,27.0,298.4,308.2,1610.0,35.0,24.0,298.23333333333335,235.91806487281457
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,M01,2025-01-08 05:00:00,298.1,308.0,1924.0,20.8,29.0,298.2,308.1,1462.0,50.8,27.0,298.1666666666667,238.3883386409667
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,M01,2025-01-08 06:00:00,298.2,308.0,1591.0,33.7,32.0,298.1,308.0,1924.0,20.8,29.0,298.1666666666667,309.3105235843104
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,M01,2025-01-08 07:00:00,298.2,308.1,1306.0,58.3,35.0,298.2,308.0,1591.0,33.7,32.0,298.2,147.58161583792727
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,M01,2025-01-08 08:00:00,298.2,308.1,1382.0,43.5,37.0,298.2,308.1,1306.0,58.3,35.0,298.2,162.6939867768122
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,M01,2025-01-08 09:00:00,298.2,308.1,1618.0,34.7,39.0,298.2,308.1,1382.0,43.5,37.0,298.2,305.4592171359927
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,M01,2025-01-08 10:00:00,298.2,308.2,1988.0,21.4,41.0,298.2,308.1,1618.0,34.7,39.0,298.2,281.2851459521699
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,M01,2025-01-08 11:00:00,298.2,308.2,1436.0,50.2,43.0,298.2,308.2,1988.0,21.4,41.0,298.2,362.8553430776515
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,M01,2025-01-08 12:00:00,298.2,308.3,1304.0,49.8,45.0,298.2,308.2,1436.0,50.2,43.0,298.2,89.61584681293914
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,M01,2025-01-08 13:00:00,298.2,308.3,1475.0,49.9,47.0,298.2,308.3,1304.0,49.8,45.0,298.2,265.0289292385522
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,M01,2025-01-08 14:00:00,298.2,308.3,1824.0,24.2,49.0,298.2,308.3,1475.0,49.9,47.0,298.1666666666667,248.93573467865195
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,M01,2025-01-08 15:00:00,298.1,308.2,1342.0,48.1,54.0,298.2,308.3,1824.0,24.2,49.0,298.1333333333333,247.55268799456314
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,M01,2025-01-08 16:00:00,298.1,308.2,1485.0,40.7,57.0,298.1,308.2,1342.0,48.1,54.0,298.1333333333334,162.8895331198422
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,M01,2025-01-08 17:00:00,298.2,308.2,1667.0,30.6,59.0,298.1,308.2,1485.0,40.7,57.0,298.1666666666667,117.95903243640782
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,M01,2025-01-08 18:00:00,298.2,308.2,1446.0,38.2,61.0,298.2,308.2,1667.0,30.6,59.0,298.1666666666667,184.3104265453626
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,M01,2025-01-08 19:00:00,298.1,308.3,1301.0,56.0,63.0,298.2,308.2,1446.0,38.2,61.0,298.1666666666667,72.56950691119165
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,M01,2025-01-08 20:00:00,298.2,308.4,1379.0,43.1,65.0,298.1,308.3,1301.0,56.0,63.0,298.2,158.44978173962085
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,M01,2025-01-08 21:00:00,298.3,308.5,1606.0,33.6,67.0,298.2,308.4,1379.0,43.1,65.0,298.26666666666665,116.63189958154733
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,M01,2025-01-08 22:00:00,298.3,308.4,1539.0,43.4,69.0,298.3,308.5,1606.0,33.6,67.0,298.26666666666665,64.51614784946074
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,M01,2025-01-08 23:00:00,298.2,308.4,1477.0,49.9,72.0,298.3,308.4,1539.0,43.4,69.0,298.23333333333335,96.34486666830503
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,M01,2025-01-09 00:00:00,298.2,308.4,1666.0,34.6,74.0,298.2,308.4,1477.0,49.9,72.0,298.2,137.71105014970107
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,M01,2025-01-09 01:00:00,298.2,308.4,1398.0,51.8,76.0,298.2,308.4,1666.0,34.6,74.0,298.2,158.30771722608304
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,M01,2025-01-09 02:00:00,298.2,308.4,1678.0,34.6,81.0,298.2,308.4,1398.0,51.8,76.0,298.2,672.904153650429
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,M01,2025-01-09 03:00:00,298.2,308.5,2678.0,10.7,86.0,298.2,308.4,1678.0,34.6,81.0,298.23333333333335,652.0800053163211
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,M01,2025-01-09 04:00:00,298.3,308.5,1453.0,42.9,89.0,298.2,308.5,2678.0,10.7,86.0,298.26666666666665,713.3935332853343
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,M01,2025-01-09 05:00:00,298.3,308.6,1432.0,49.5,91.0,298.3,308.5,1453.0,42.9,89.0,298.3333333333333,49.9032397077924
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,M01,2025-01-09 06:00:00,298.4,308.6,1527.0,40.9,96.0,298.3,308.6,1432.0,49.5,91.0,298.3666666666667,78.61509609059435
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,M01,2025-01-09 07:00:00,298.4,308.7,1588.0,35.0,99.0,298.4,308.6,1527.0,40.9,96.0,298.4,78.08328886516016
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,M01,2025-01-09 08:00:00,298.4,308.6,1433.0,47.1,101.0,298.4,308.7,1588.0,35.0,99.0,298.4,96.126652564902
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,M01,2025-01-09 09:00:00,298.4,308.6,1609.0,35.0,103.0,298.4,308.6,1433.0,47.1,101.0,298.3666666666666,93.3595201358707
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,M01,2025-01-09 10:00:00,298.3,308.5,1575.0,41.2,105.0,298.4,308.6,1609.0,35.0,103.0,298.3666666666666,30.56686659331272
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,M01,2025-01-09 11:00:00,298.4,308.5,1636.0,35.7,107.0,298.3,308.5,1575.0,41.2,105.0,298.3666666666666,73.32803011127494
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,M01,2025-01-09 12:00:00,298.4,308.5,1490.0,37.9,110.0,298.4,308.5,1636.0,35.7,107.0,298.4,126.05686547480619
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,M01,2025-01-09 13:00:00,298.4,308.5,1741.0,32.8,112.0,298.4,308.5,1490.0,37.9,110.0,298.43333333333334,200.80089641234187
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,M01,2025-01-09 14:00:00,298.5,308.6,1344.0,53.0,114.0,298.4,308.5,1741.0,32.8,112.0,298.4666666666667,202.17896362711275
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,M01,2025-01-09 15:00:00,298.5,308.7,1609.0,35.3,117.0,298.5,308.6,1344.0,53.0,114.0,298.46666666666664,136.31947769853014
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,M01,2025-01-09 16:00:00,298.4,308.7,1421.0,60.7,119.0,298.5,308.7,1609.0,35.3,117.0,298.43333333333334,103.73684655576045
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,M01,2025-01-09 17:00:00,298.4,308.6,1591.0,36.7,122.0,298.4,308.7,1421.0,60.7,119.0,298.4,86.63332692061056
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,M01,2025-01-09 18:00:00,298.4,308.6,1477.0,44.0,124.0,298.4,308.6,1591.0,36.7,122.0,298.4,57.3527099040088
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,M01,2025-01-09 19:00:00,298.4,308.7,1523.0,36.1,126.0,298.4,308.6,1477.0,44.0,124.0,298.43333333333334,49.03060268852558
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,M01,2025-01-09 20:00:00,298.5,308.7,1575.0,33.9,128.0,298.4,308.7,1523.0,36.1,126.0,298.43333333333334,121.17893106201834
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,M01,2025-01-09 21:00:00,298.4,308.7,1344.0,52.9,130.0,298.5,308.7,1575.0,33.9,128.0,298.43333333333334,123.04877081872888
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,M01,2025-01-09 22:00:00,298.4,308.7,1386.0,44.9,135.0,298.4,308.7,1344.0,52.9,130.0,298.3666666666666,131.0203546527538
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,M01,2025-01-09 23:00:00,298.3,308.6,1589.0,37.1,137.0,298.4,308.7,1386.0,44.9,135.0,298.3333333333333,107.3421321445283
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,M01,2025-01-10 00:00:00,298.3,308.6,1548.0,40.3,140.0,298.3,308.6,1589.0,37.1,137.0,298.3,45.05922029211523
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,M01,2025-01-10 01:00:00,298.3,308.6,1499.0,38.3,142.0,298.3,308.6,1548.0,40.3,140.0,298.3,84.73684755366683
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,M01,2025-01-10 02:00:00,298.3,308.5,1664.0,31.6,144.0,298.3,308.6,1499.0,38.3,142.0,298.3,113.29754336848342
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,M01,2025-01-10 03:00:00,298.3,308.6,1447.0,38.1,146.0,298.3,308.5,1664.0,31.6,144.0,298.3,129.20139318134324
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,M01,2025-01-10 04:00:00,298.3,308.5,1434.0,46.2,148.0,298.3,308.6,1447.0,38.1,146.0,298.3,15.567059238448861
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,M01,2025-01-10 05:00:00,298.3,308.5,1416.0,52.7,151.0,298.3,308.5,1434.0,46.2,148.0,298.3333333333333,232.2692403225189
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,M01,2025-01-10 06:00:00,298.4,308.5,1827.0,24.3,153.0,298.3,308.5,1416.0,52.7,151.0,298.3666666666667,275.37671167572137
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,M01,2025-01-10 07:00:00,298.4,308.6,1304.0,45.0,158.0,298.4,308.5,1827.0,24.3,153.0,298.4,261.50780740416405
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,M01,2025-01-10 08:00:00,298.4,308.6,1569.0,34.4,160.0,298.4,308.6,1304.0,45.0,158.0,298.3666666666666,157.50661361775695
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,M01,2025-01-10 09:00:00,298.3,308.6,1584.0,29.3,162.0,298.4,308.6,1569.0,34.4,160.0,298.3333333333333,124.06852945046151
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,M01,2025-01-10 10:00:00,298.3,308.5,1362.0,53.8,164.0,298.3,308.6,1584.0,29.3,162.0,298.3,138.68309197591478
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,M01,2025-01-10 11:00:00,298.3,308.4,1329.0,49.2,166.0,298.3,308.5,1362.0,53.8,164.0,298.3,112.92918134831243
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,M01,2025-01-10 12:00:00,298.3,308.5,1539.0,36.1,168.0,298.3,308.4,1329.0,49.2,166.0,298.3,153.94804318340664
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,M01,2025-01-10 13:00:00,298.3,308.5,1629.0,37.1,170.0,298.3,308.5,1539.0,36.1,168.0,298.3,52.25259164226566
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,M01,2025-01-10 14:00:00,298.3,308.5,1538.0,32.2,173.0,298.3,308.5,1629.0,37.1,170.0,298.3,46.16275555033556
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,M01,2025-01-10 15:00:00,298.3,308.6,1570.0,34.8,175.0,298.3,308.5,1538.0,32.2,173.0,298.3,85.7982128796012
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,M01,2025-01-10 16:00:00,298.3,308.4,1408.0,43.1,177.0,298.3,308.6,1570.0,34.8,175.0,298.26666666666665,89.27112261718993
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,M01,2025-01-10 17:00:00,298.2,308.4,1424.0,47.6,179.0,298.3,308.4,1408.0,43.1,177.0,298.23333333333335,56.00000000000018
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,M01,2025-01-10 18:00:00,298.2,308.4,1512.0,34.9,181.0,298.2,308.4,1424.0,47.6,179.0,298.2,44.37717130838055
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,M01,2025-01-10 19:00:00,298.2,308.4,1478.0,42.9,183.0,298.2,308.4,1512.0,34.9,181.0,298.1666666666667,108.15421089043807
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,M01,2025-01-10 20:00:00,298.1,308.3,1680.0,33.7,185.0,298.2,308.4,1478.0,42.9,183.0,298.1333333333334,112.0401713672378
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,M01,2025-01-10 21:00:00,298.1,308.3,1495.0,38.7,188.0,298.1,308.3,1680.0,33.7,185.0,298.06666666666666,94.74351341032983
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,M01,2025-01-10 22:00:00,298.0,308.1,1552.0,36.6,190.0,298.1,308.3,1495.0,38.7,188.0,298.0,80.55432949258544
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,M01,2025-01-10 23:00:00,297.9,308.1,1393.0,50.3,193.0,298.0,308.1,1552.0,36.6,190.0,297.96666666666664,112.7578526459836
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,M01,2025-01-11 00:00:00,298.0,308.2,1611.0,30.6,195.0,297.9,308.1,1393.0,50.3,193.0,297.96666666666664,144.00462955521033
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,M01,2025-01-11 01:00:00,298.0,308.1,1339.0,51.6,197.0,298.0,308.2,1611.0,30.6,195.0,298.0,221.12741425099998
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,M01,2025-01-11 02:00:00,298.0,308.1,1777.0,24.3,200.0,298.0,308.1,1339.0,51.6,197.0,298.0,250.32179289866076
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,M01,2025-01-11 03:00:00,298.0,308.2,1348.0,58.8,202.0,298.0,308.1,1777.0,24.3,200.0,298.0,225.50018477449933
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,M01,2025-01-11 04:00:00,298.0,308.2,1442.0,44.1,204.0,298.0,308.2,1348.0,58.8,202.0,298.0,46.99999999999992
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,M01,2025-01-11 05:00:00,298.0,308.2,1395.0,49.1,206.0,298.0,308.2,1442.0,44.1,204.0,297.9666666666667,122.6499082755466
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,M01,2025-01-11 06:00:00,297.9,308.1,1627.0,31.4,209.0,298.0,308.2,1395.0,49.1,206.0,297.93333333333334,123.61769021193254
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,M01,2025-01-11 07:00:00,297.9,308.1,1585.0,33.5,212.0,297.9,308.1,1627.0,31.4,209.0,297.93333333333334,81.8372368383324
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,M01,2025-01-11 08:00:00,298.0,308.2,1469.0,45.5,214.0,297.9,308.1,1585.0,33.5,212.0,297.96666666666664,111.53026495081939
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,M01,2025-01-11 09:00:00,298.0,308.3,1362.0,56.8,216.0,298.0,308.2,1469.0,45.5,214.0,298.0,53.84236250388696
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,M01,2025-01-11 10:00:00,298.0,308.3,1405.0,56.2,218.0,298.0,308.3,1362.0,56.8,216.0,298.0,162.2230974101201
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,M01,2025-01-11 11:00:00,298.0,308.3,1662.0,32.7,0.0,298.0,308.3,1405.0,56.2,218.0,298.0,134.27955912945197
